"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Liberatore, Matthew",669461,STL,SL,Slider,1.5,6,373,27.5,116,0.185,0.25,0.232,38.3,29.3,21.5,0.213,0.288,0.251,32.4
"Rodríguez, Yariel",684320,TOR,FF,4-Seam Fastball,0.2,1,616,41.0,116,0.245,0.418,0.35,22.7,13.8,15.8,0.237,0.382,0.336,35.4
"Helsley, Ryan",664854,STL,FF,4-Seam Fastball,0.7,3,423,45.4,116,0.276,0.367,0.325,18.4,10.3,12.9,0.257,0.427,0.344,50.0
"Pérez, Martín",527048,SD,FC,Cutter,-1.3,-6,484,22.0,116,0.274,0.566,0.382,21.4,25.0,24.0,0.261,0.547,0.371,45.5
"Walker, Taijuan",592836,PHI,SI,Sinker,-2.7,-11,392,27.3,116,0.367,0.663,0.479,8.2,17.2,24.1,0.322,0.612,0.442,46.2
"Carrasco, Carlos",471911,CLE,CH,Changeup,-1.4,-5,393,23.2,116,0.241,0.472,0.347,28.4,25.0,17.4,0.225,0.411,0.302,45.6
"Gore, MacKenzie",669022,WSH,FC,Cutter,-0.9,-4,424,14.2,116,0.255,0.422,0.33,32.3,25.9,18.6,0.267,0.39,0.336,37.8
"Rogers, Taylor",573124,SF,ST,Sweeper,-0.2,-1,511,47.2,116,0.279,0.477,0.347,31.6,25.0,16.9,0.217,0.363,0.268,20.7
"Paddack, Chris",663978,MIN,CH,Changeup,-1.5,-6,378,25.9,115,0.283,0.519,0.363,24.8,14.8,15.0,0.287,0.579,0.389,37.8
"Miller, Tyson",668338,CHC,ST,Sweeper,2.0,8,409,43.8,115,0.148,0.278,0.218,26.2,17.4,15.4,0.203,0.374,0.264,26.7
"Contreras, Roansy",672710,LAA,FF,4-Seam Fastball,1.3,5,400,37.2,115,0.233,0.35,0.292,16.2,20.0,21.3,0.275,0.487,0.364,53.1
"Chafin, Andrew",605177,TEX,SL,Slider,1.3,6,443,45.8,115,0.127,0.186,0.189,54.7,48.7,28.1,0.152,0.255,0.227,30.6
"Cabrera, Edward",665795,MIA,FF,4-Seam Fastball,-1.8,-9,480,27.7,115,0.303,0.528,0.434,15.7,16.5,15.2,0.292,0.553,0.429,60.6
"Sandoval, Patrick",663776,LAA,CH,Changeup,0.5,2,409,28.3,115,0.208,0.292,0.264,39.0,31.3,21.8,0.215,0.291,0.254,19.7
"Yarbrough, Ryan",642232,TOR,ST,Sweeper,1.6,7,411,27.1,115,0.115,0.221,0.19,34.4,30.4,17.7,0.158,0.284,0.238,17.1
"Brown, Hunter",686613,HOU,FC,Cutter,0.3,1,439,15.2,114,0.243,0.379,0.317,21.5,17.5,16.8,0.25,0.379,0.316,32.5
"Lynn, Lance",458681,STL,FC,Cutter,-1.2,-5,454,22.3,114,0.317,0.426,0.368,26.2,20.2,15.6,0.277,0.431,0.342,38.0
"Miller, Erik",669062,SF,CH,Changeup,0.2,1,430,33.9,114,0.21,0.35,0.297,30.2,25.4,19.9,0.201,0.317,0.281,37.5
"Hoeing, Bryan",663773,SD,SI,Sinker,0.9,4,405,51.8,114,0.275,0.373,0.342,10.1,7.9,13.4,0.325,0.536,0.408,51.6
"Sale, Chris",519242,ATL,CH,Changeup,3.1,13,400,14.2,114,0.155,0.191,0.166,24.2,17.5,14.8,0.204,0.297,0.238,24.4
"Fulmer, Carson",608334,LAA,CH,Changeup,-0.5,-2,397,27.0,113,0.228,0.347,0.31,36.7,25.7,18.6,0.218,0.294,0.271,27.4
"Miller, Bobby",676272,LAD,FF,4-Seam Fastball,-2.7,-10,387,36.8,113,0.362,0.681,0.494,17.6,12.4,16.3,0.348,0.683,0.481,53.8
"King, Michael",650633,SD,ST,Sweeper,0.3,2,514,17.8,113,0.206,0.304,0.279,34.5,32.7,24.3,0.219,0.367,0.293,25.8
"Williams, Trevor",592866,WSH,FF,4-Seam Fastball,3.1,12,383,36.0,113,0.202,0.279,0.238,17.6,24.8,21.1,0.196,0.336,0.269,44.9
"Hudson, Daniel",543339,LAD,SL,Slider,0.8,3,409,40.9,112,0.135,0.279,0.243,42.9,35.7,27.4,0.148,0.307,0.233,37.5
"Smyly, Drew",592767,CHC,SI,Sinker,-0.1,-1,485,47.7,112,0.287,0.479,0.388,16.1,6.3,6.8,0.286,0.463,0.372,40.0
"Cannon, Jonathan",686563,CWS,CH,Changeup,-0.5,-2,379,18.7,112,0.248,0.394,0.287,26.9,18.8,15.7,0.261,0.393,0.296,28.4
"Weathers, Ryan",677960,MIA,CH,Changeup,1.0,4,368,26.0,112,0.193,0.367,0.243,37.9,31.3,26.1,0.197,0.364,0.248,36.0
"Berríos, José",621244,TOR,FF,4-Seam Fastball,-0.4,-2,543,18.6,112,0.265,0.48,0.369,19.7,17.9,15.0,0.284,0.533,0.389,44.3
"Matsui, Yuki",673513,SD,FF,4-Seam Fastball,0.5,2,430,41.0,112,0.223,0.447,0.337,19.1,17.0,16.7,0.231,0.41,0.329,40.3
"Olson, Reese",681857,DET,SL,Slider,2.2,11,515,27.8,112,0.143,0.194,0.24,45.5,29.5,22.4,0.187,0.286,0.267,33.8
"Ferguson, Caleb",657571,HOU,FF,4-Seam Fastball,-1.4,-6,407,43.3,111,0.313,0.594,0.434,21.7,24.3,22.7,0.285,0.533,0.394,53.6
"Quantrill, Cal",615698,COL,FF,4-Seam Fastball,-1.9,-8,431,16.3,111,0.273,0.534,0.414,21.5,20.7,16.1,0.255,0.427,0.376,41.5
"Olson, Reese",681857,DET,SI,Sinker,2.0,7,371,20.0,111,0.28,0.374,0.29,7.6,9.0,13.3,0.282,0.373,0.294,45.5
"Avila, Pedro",658648,CLE,CH,Changeup,1.6,5,312,22.0,111,0.19,0.3,0.264,35.4,31.5,23.8,0.24,0.393,0.313,39.4
"Carrasco, Carlos",471911,CLE,SL,Slider,-0.9,-4,412,24.3,111,0.284,0.52,0.391,28.8,27.9,25.6,0.224,0.413,0.302,34.7
"Thielbar, Caleb",573204,MIN,FF,4-Seam Fastball,-1.2,-5,385,43.4,111,0.32,0.495,0.382,17.9,19.8,15.3,0.266,0.488,0.367,44.2
"Ginkel, Kevin",656464,AZ,SL,Slider,0.3,1,455,38.4,110,0.229,0.362,0.267,42.0,40.0,25.4,0.21,0.319,0.246,40.3
"Bender, Anthony",669622,MIA,SI,Sinker,-0.6,-3,431,45.2,110,0.323,0.417,0.385,11.8,16.4,15.8,0.299,0.428,0.365,46.8
"Leiter Jr., Mark",643410,NYY,FS,Split-Finger,2.1,8,366,36.1,110,0.099,0.149,0.164,56.5,60.0,30.7,0.119,0.158,0.168,31.4
"Ross, Joe",605452,MIL,SL,Slider,0.9,4,447,37.3,110,0.237,0.32,0.293,38.4,21.8,17.6,0.244,0.385,0.322,33.3
"Falter, Bailey",663559,PIT,SL,Slider,0.2,1,463,21.7,110,0.245,0.304,0.275,28.6,24.5,19.3,0.235,0.365,0.282,41.6
"Kremer, Dean",665152,BAL,FS,Split-Finger,0.3,1,401,18.5,110,0.139,0.248,0.227,36.0,30.9,19.0,0.173,0.303,0.249,20.9
"Criswell, Cooper",681867,BOS,SI,Sinker,0.4,2,521,29.7,110,0.33,0.511,0.402,7.3,10.9,10.1,0.293,0.444,0.35,45.3
"Neris, Héctor",593576,HOU,FS,Split-Finger,-0.6,-3,408,40.5,110,0.232,0.364,0.309,37.0,30.9,22.4,0.202,0.326,0.277,21.5
"Lorenzen, Michael",547179,KC,CH,Changeup,1.8,7,394,18.8,110,0.122,0.173,0.193,37.3,24.5,17.3,0.164,0.232,0.231,23.9
"Flexen, Chris",623167,CWS,CH,Changeup,-1.6,-7,440,15.7,110,0.257,0.436,0.34,37.9,28.2,18.7,0.23,0.375,0.291,20.8
"Myers, Tobias",668964,MIL,SL,Slider,1.3,6,455,21.1,110,0.198,0.255,0.241,24.8,26.4,18.1,0.209,0.285,0.234,33.8
"Montas, Frankie",593423,MIL,FS,Split-Finger,0.0,0,483,18.3,109,0.218,0.297,0.264,42.6,31.2,18.1,0.21,0.272,0.251,29.9
"Montas, Frankie",593423,MIL,FC,Cutter,-1.4,-7,494,18.8,109,0.326,0.609,0.447,22.2,11.0,20.0,0.331,0.637,0.449,50.0
"Criswell, Cooper",681867,BOS,ST,Sweeper,-1.7,-8,471,26.8,109,0.287,0.479,0.379,20.6,21.1,13.1,0.261,0.41,0.339,23.0
"Vásquez, Randy",681190,SD,FF,4-Seam Fastball,-0.3,-1,474,28.1,109,0.298,0.447,0.368,22.0,17.4,12.1,0.327,0.583,0.425,50.6
"Cabrera, Génesis",650893,TOR,FC,Cutter,1.4,6,405,39.3,109,0.202,0.263,0.257,34.1,26.6,18.0,0.223,0.294,0.274,28.6
"Brebbia, John",605154,ATL,FF,4-Seam Fastball,0.9,4,479,48.2,109,0.172,0.293,0.247,25.5,38.5,21.8,0.208,0.376,0.291,49.1
"Rea, Colin",607067,MIL,ST,Sweeper,1.5,7,447,16.9,109,0.146,0.223,0.184,23.2,27.5,17.5,0.181,0.302,0.231,24.0
"Roupp, Landen",694738,SF,CU,Curveball,0.5,2,400,44.2,109,0.224,0.357,0.295,33.5,32.1,21.0,0.193,0.328,0.271,25.4
"Muller, Kyle",666205,ATH,FF,4-Seam Fastball,0.9,3,387,53.4,109,0.279,0.394,0.329,21.4,20.2,20.2,0.257,0.398,0.306,43.4
"Faedo, Alex",656412,DET,FF,4-Seam Fastball,-0.1,0,354,35.2,108,0.218,0.437,0.342,24.7,23.1,19.5,0.24,0.404,0.344,36.9
"Lively, Ben",594902,CLE,ST,Sweeper,-0.8,-3,415,17.2,108,0.225,0.412,0.296,25.1,17.6,14.1,0.247,0.393,0.293,31.0
"Ragans, Cole",666142,KC,SL,Slider,-0.9,-4,400,12.8,108,0.21,0.305,0.255,33.7,44.4,23.3,0.193,0.295,0.224,33.3
"Meyer, Max",676974,MIA,SL,Slider,-0.6,-2,393,40.6,108,0.243,0.476,0.33,34.3,31.5,21.5,0.182,0.331,0.245,43.5
"Bellozo, Valente",678368,MIA,FF,4-Seam Fastball,-0.9,-4,411,37.6,108,0.247,0.454,0.349,13.3,12.0,12.6,0.265,0.508,0.369,45.9
"Eovaldi, Nathan",543135,TEX,FC,Cutter,-1.2,-5,399,15.2,108,0.317,0.606,0.407,20.5,12.0,15.9,0.284,0.51,0.358,38.0
"Holmes, Grant",656550,ATL,FF,4-Seam Fastball,1.1,4,382,37.3,108,0.238,0.366,0.289,20.3,18.5,22.0,0.252,0.398,0.308,39.5
"Waldron, Matt",663362,SD,SI,Sinker,0.0,0,358,14.6,108,0.306,0.408,0.365,7.2,8.3,11.3,0.312,0.517,0.389,40.4
"Suarez, Ranger",624133,PHI,FF,4-Seam Fastball,0.8,4,461,19.6,108,0.224,0.327,0.29,18.0,24.1,20.0,0.25,0.346,0.301,31.9
"Scott, Christian",681035,NYM,FF,4-Seam Fastball,0.8,3,416,52.9,108,0.265,0.388,0.32,22.0,24.1,20.5,0.236,0.406,0.306,50.0
"Junis, Jakob",596001,CIN,ST,Sweeper,1.1,5,427,45.3,108,0.183,0.346,0.235,29.6,25.0,17.4,0.231,0.4,0.28,34.6
"Weaver, Luke",596133,NYY,CH,Changeup,0.9,3,381,27.7,108,0.172,0.263,0.233,48.0,42.6,25.0,0.158,0.252,0.217,29.1
"Littell, Zack",641793,TB,SI,Sinker,-0.1,0,365,14.7,108,0.25,0.427,0.351,14.7,18.5,19.4,0.283,0.54,0.388,55.3
"Alexander, Tyler",641302,TB,FF,4-Seam Fastball,-0.3,-1,379,22.7,107,0.229,0.49,0.329,24.6,26.2,19.6,0.231,0.443,0.322,44.3
"Webb, Jacob",657097,BAL,FF,4-Seam Fastball,-0.1,0,413,44.3,107,0.2,0.365,0.343,26.7,26.2,21.7,0.215,0.422,0.357,47.4
"Elder, Bryce",693821,ATL,SI,Sinker,-1.3,-5,370,42.8,107,0.344,0.458,0.386,8.5,14.0,22.1,0.316,0.456,0.374,55.6
"Little, Brendon",663893,TOR,SI,Sinker,-0.5,-2,397,57.0,107,0.287,0.457,0.392,21.5,5.6,12.0,0.273,0.421,0.352,41.6
"Waldron, Matt",663362,SD,ST,Sweeper,0.9,4,486,19.8,107,0.227,0.454,0.335,20.1,15.0,16.2,0.21,0.398,0.299,32.9
"Soto, Gregory",642397,BAL,SI,Sinker,0.8,4,450,46.9,107,0.286,0.385,0.34,15.8,11.2,14.0,0.269,0.43,0.365,48.1
"Rodríguez, Randy",678495,SF,FF,4-Seam Fastball,-0.5,-2,427,48.6,107,0.253,0.44,0.349,24.3,24.3,21.5,0.222,0.375,0.316,40.9
"Anderson, Justin",605121,CWS,SL,Slider,-0.4,-2,428,45.3,106,0.217,0.37,0.318,41.0,32.1,21.8,0.211,0.389,0.316,32.8
"Paxton, James",572020,BOS,CU,Curveball,0.5,3,517,30.3,106,0.2,0.3,0.254,36.2,28.3,17.6,0.224,0.364,0.273,45.1
"Castillo, Luis",622491,SEA,CH,Changeup,-2.0,-8,408,14.3,106,0.287,0.545,0.376,26.5,16.0,12.1,0.294,0.503,0.36,36.9
"Alexander, Scott",518397,ATH,SI,Sinker,1.0,4,364,64.3,106,0.261,0.359,0.317,10.9,9.4,15.4,0.268,0.438,0.35,45.3
"Lambert, Peter",663567,COL,FF,4-Seam Fastball,-0.5,-2,399,38.4,106,0.318,0.534,0.408,11.8,13.2,14.9,0.281,0.447,0.368,38.2
"McArthur, James",663704,KC,SI,Sinker,-0.6,-2,322,35.7,106,0.327,0.459,0.372,13.7,13.2,22.2,0.279,0.45,0.345,44.0
"Mantiply, Joe",573009,AZ,SI,Sinker,2.6,10,368,42.4,106,0.218,0.317,0.264,16.8,15.1,23.2,0.255,0.42,0.311,54.1
"Herz, DJ",687792,WSH,CH,Changeup,-0.9,-3,389,24.5,106,0.224,0.388,0.299,26.0,21.7,15.6,0.224,0.369,0.283,23.7
"Faucher, Calvin",676534,MIA,FC,Cutter,1.6,6,374,37.9,105,0.258,0.355,0.301,26.9,17.1,17.1,0.27,0.335,0.3,41.0
"Gilbert, Logan",669302,SEA,FS,Split-Finger,1.0,4,409,13.4,105,0.1,0.16,0.146,50.8,60.0,24.8,0.107,0.142,0.144,29.7
"Stripling, Ross",548389,ATH,FF,4-Seam Fastball,0.0,0,417,30.7,105,0.25,0.424,0.332,17.2,20.0,14.8,0.21,0.415,0.313,37.5
"Manaea, Sean",640455,NYM,CH,Changeup,-0.7,-2,350,11.7,105,0.25,0.438,0.33,25.5,14.3,11.9,0.252,0.383,0.307,32.9
"Fernandez, Ryan",681676,STL,FF,4-Seam Fastball,0.0,0,487,40.9,105,0.302,0.384,0.36,20.5,16.2,14.4,0.282,0.442,0.381,44.4
"Kittredge, Andrew",552640,STL,SI,Sinker,0.0,0,383,37.3,105,0.301,0.419,0.353,12.5,8.6,12.5,0.316,0.515,0.385,40.2
"Sewald, Paul",623149,AZ,FF,4-Seam Fastball,-0.7,-3,376,59.8,105,0.253,0.484,0.341,24.3,27.6,23.6,0.235,0.472,0.33,47.8
"Feltner, Ryan",663372,COL,SI,Sinker,-0.4,-2,354,13.7,105,0.274,0.369,0.377,17.9,13.3,20.0,0.241,0.345,0.349,28.6
"Winn, Keaton",676775,SF,FS,Split-Finger,0.6,2,343,40.5,104,0.215,0.355,0.294,28.2,24.0,20.3,0.251,0.434,0.331,47.8
"Civale, Aaron",650644,MIL,CU,Curveball,-1.4,-6,423,15.7,104,0.25,0.479,0.338,27.5,37.5,20.2,0.228,0.373,0.293,42.1
"Phillips, Evan",623465,LAD,ST,Sweeper,0.2,1,354,38.6,104,0.198,0.337,0.244,30.6,37.5,26.9,0.197,0.347,0.24,28.6
"Soroka, Michael",647336,CWS,FF,4-Seam Fastball,0.3,2,467,32.4,104,0.207,0.366,0.319,21.0,21.2,15.5,0.205,0.361,0.325,29.7
"Suárez, Albert",544150,BAL,FC,Cutter,0.6,3,435,19.5,103,0.24,0.365,0.279,31.0,16.5,15.2,0.245,0.404,0.3,30.9
"Hicks, Jordan",663855,SF,FS,Split-Finger,-0.1,0,373,19.1,103,0.181,0.287,0.253,40.8,36.9,19.8,0.174,0.31,0.251,23.2
"Barlow, Scott",605130,CLE,ST,Sweeper,0.4,2,444,43.4,103,0.181,0.265,0.295,40.5,30.1,23.8,0.178,0.252,0.274,18.5
"Gaddis, Hunter",683769,CLE,FF,4-Seam Fastball,1.3,5,412,38.3,103,0.219,0.417,0.297,17.9,17.5,14.8,0.226,0.42,0.303,43.6
"Mize, Casey",663554,DET,SL,Slider,-1.4,-6,466,26.0,103,0.287,0.529,0.417,20.8,13.6,8.9,0.283,0.442,0.363,41.3
"Wicks, Jordan",696136,CHC,FF,4-Seam Fastball,-0.6,-2,384,45.1,103,0.281,0.438,0.36,16.1,18.4,15.6,0.262,0.452,0.355,42.3
"Soriano, José",667755,LAA,CU,Curveball,-0.7,-3,440,25.3,103,0.226,0.376,0.3,40.2,43.7,28.8,0.181,0.337,0.267,35.4
"Winckowski, Josh",670174,BOS,FC,Cutter,0.1,0,436,35.2,103,0.253,0.495,0.347,23.3,15.5,18.0,0.303,0.51,0.379,51.3
"Freeland, Kyle",607536,COL,CU,Curveball,0.6,2,333,18.8,102,0.194,0.276,0.232,42.0,46.1,26.3,0.176,0.268,0.211,41.2
"Herrin, Tim",682120,CLE,CU,Curveball,1.9,7,357,35.3,102,0.137,0.221,0.198,42.0,44.1,27.1,0.147,0.226,0.209,22.0
"Lynn, Lance",458681,STL,SI,Sinker,-0.5,-2,340,16.7,102,0.289,0.47,0.412,11.0,8.8,14.8,0.303,0.482,0.399,35.5
"Pérez, Cionel",672335,BAL,SI,Sinker,0.2,1,331,38.3,102,0.256,0.314,0.328,19.2,13.7,17.3,0.258,0.376,0.334,44.6
"Hodge, Porter",687863,CHC,FF,4-Seam Fastball,1.0,4,393,61.2,102,0.174,0.291,0.277,20.8,22.5,24.0,0.198,0.338,0.306,41.3
"Hoffman, Jeff",656546,PHI,FF,4-Seam Fastball,1.5,5,363,36.3,102,0.198,0.374,0.284,32.8,35.3,30.8,0.214,0.432,0.314,50.0
"De Los Santos, Enyel",660853,CWS,SL,Slider,0.0,0,484,42.9,102,0.2,0.442,0.306,42.2,34.3,21.2,0.221,0.427,0.306,38.3
"Feltner, Ryan",663372,COL,CH,Changeup,-1.0,-4,379,14.7,102,0.299,0.485,0.356,39.4,27.5,26.2,0.219,0.367,0.27,34.3
"Alcala, Jorge",660896,MIN,SL,Slider,1.0,4,360,38.7,102,0.204,0.323,0.277,32.6,30.4,22.3,0.186,0.296,0.253,25.8
"Martinez, Nick",607259,CIN,SI,Sinker,0.9,3,366,17.2,102,0.234,0.372,0.303,9.2,11.8,16.4,0.254,0.348,0.296,28.0
"Holderman, Colin",670059,PIT,ST,Sweeper,1.5,6,413,47.5,101,0.165,0.22,0.215,39.8,40.6,24.6,0.158,0.246,0.221,28.8
"Lugo, Seth",607625,KC,SV,Slurve,1.5,5,327,10.5,101,0.229,0.292,0.247,27.4,21.8,23.4,0.214,0.31,0.252,28.0
"Cannon, Jonathan",686563,CWS,ST,Sweeper,-1.7,-8,442,21.8,101,0.255,0.489,0.344,28.2,24.8,16.4,0.209,0.376,0.273,28.6
"Falter, Bailey",663559,PIT,SI,Sinker,0.3,1,296,13.9,101,0.275,0.451,0.349,15.6,7.9,10.4,0.344,0.621,0.439,65.1
"Morejon, Adrian",670970,SD,SI,Sinker,0.3,1,385,36.2,101,0.315,0.427,0.383,14.8,9.9,15.2,0.245,0.356,0.318,28.7
"Taillon, Jameson",592791,CHC,CU,Curveball,-1.1,-4,364,14.7,101,0.235,0.429,0.297,23.2,25.7,16.9,0.237,0.399,0.287,43.1
"Wrobleski, Justin",680736,LAD,FF,4-Seam Fastball,0.9,3,350,59.1,101,0.205,0.386,0.308,23.0,16.8,16.5,0.212,0.37,0.306,29.6
"Woods Richardson, Simeon",680573,MIN,CH,Changeup,-3.6,-16,442,19.3,101,0.311,0.622,0.417,20.5,15.8,11.0,0.252,0.451,0.333,39.7
"Armstrong, Shawn",542888,CHC,FF,4-Seam Fastball,0.8,3,368,33.2,101,0.198,0.341,0.276,33.7,38.6,24.8,0.218,0.425,0.315,44.2
"Wesneski, Hayden",669713,CHC,ST,Sweeper,0.4,2,437,40.7,100,0.174,0.348,0.258,43.3,46.0,25.8,0.162,0.288,0.234,26.1
"Meyer, Max",676974,MIA,FF,4-Seam Fastball,-1.9,-7,383,39.6,100,0.33,0.648,0.44,13.8,10.0,11.6,0.312,0.621,0.421,57.3
"Suarez, Ranger",624133,PHI,CH,Changeup,-0.4,-2,384,16.3,100,0.229,0.323,0.276,35.0,24.0,17.4,0.249,0.346,0.277,26.4
"Wheeler, Zack",554430,PHI,ST,Sweeper,0.9,3,393,12.5,100,0.143,0.265,0.226,33.5,34.0,26.8,0.157,0.266,0.2,26.6
"Walker, Taijuan",592836,PHI,FS,Split-Finger,-4.9,-16,318,22.2,100,0.38,0.652,0.456,16.3,12.0,9.5,0.292,0.577,0.391,53.7
"Lodolo, Nick",666157,CIN,FF,4-Seam Fastball,-0.4,-2,516,27.7,100,0.191,0.393,0.295,27.9,36.0,18.2,0.19,0.403,0.299,49.1
"Burnes, Corbin",669203,BAL,SL,Slider,0.5,2,383,12.8,100,0.198,0.271,0.225,46.0,39.0,22.2,0.188,0.307,0.232,31.6
"Peterson, David",656849,NYM,SL,Slider,-1.3,-4,345,18.4,100,0.287,0.447,0.339,33.9,30.0,19.2,0.248,0.438,0.318,50.0
"Bird, Jake",656234,COL,SI,Sinker,-0.9,-3,303,44.3,100,0.309,0.42,0.391,12.4,9.0,15.5,0.311,0.512,0.424,45.2
"Marsh, Alec",679525,KC,SI,Sinker,-1.4,-4,299,13.8,100,0.333,0.536,0.421,10.6,10.0,18.9,0.313,0.547,0.417,50.0
"Brieske, Beau",689225,DET,FF,4-Seam Fastball,0.7,3,457,39.7,100,0.231,0.282,0.312,20.9,29.0,18.6,0.189,0.319,0.308,44.2
"Leiter, Jack",683004,TEX,FF,4-Seam Fastball,-3.2,-11,344,51.4,100,0.35,0.625,0.466,29.1,16.0,14.7,0.298,0.593,0.426,54.4
"Yamamoto, Yoshinobu",808967,LAD,FS,Split-Finger,0.6,2,355,24.2,100,0.17,0.266,0.213,38.6,42.0,22.3,0.186,0.26,0.228,37.7
"Leclerc, José",600917,TEX,SL,Slider,0.7,3,384,31.9,100,0.223,0.383,0.269,45.4,44.0,28.8,0.208,0.343,0.249,26.4
"Rogers, Tyler",643511,SF,SL,Slider,-1.2,-4,356,35.5,99,0.242,0.451,0.328,25.7,25.3,18.5,0.208,0.363,0.283,20.9
"Cousins, Jake",664776,NYY,ST,Sweeper,1.1,5,423,65.7,99,0.141,0.272,0.219,47.7,47.5,28.7,0.15,0.297,0.236,33.3
"Gray, Sonny",543243,STL,FC,Cutter,-0.1,0,442,17.8,99,0.287,0.494,0.385,30.8,8.1,29.6,0.299,0.498,0.378,43.2
"Poche, Colin",621363,TB,FF,4-Seam Fastball,0.7,3,370,68.1,99,0.227,0.409,0.314,16.7,15.2,21.4,0.244,0.44,0.324,41.3
"Spence, Mitch",687765,ATH,CU,Curveball,-0.2,0,301,12.1,99,0.194,0.347,0.243,31.4,40.4,21.2,0.196,0.332,0.235,29.3
"Baumann, Mike",657508,MIA,CU,Curveball,-0.4,-1,357,33.5,99,0.222,0.3,0.282,28.7,35.4,19.6,0.197,0.306,0.259,41.1
"Latz, Jacob",656641,TEX,FF,4-Seam Fastball,-0.5,-2,402,49.4,99,0.228,0.38,0.36,22.4,20.2,14.5,0.235,0.467,0.374,46.7
"Wentz, Joey",666214,PIT,FC,Cutter,1.0,4,384,31.4,99,0.204,0.333,0.277,36.4,29.3,29.6,0.189,0.304,0.244,32.8
"Soroka, Michael",647336,CWS,SI,Sinker,-1.3,-4,307,21.3,99,0.277,0.506,0.393,8.7,10.1,14.1,0.324,0.565,0.429,40.5
"Bummer, Aaron",607481,ATL,ST,Sweeper,0.7,3,407,41.8,99,0.213,0.255,0.244,43.9,48.5,30.4,0.201,0.234,0.209,20.8
"Carrasco, Carlos",471911,CLE,FF,4-Seam Fastball,-1.2,-5,428,25.3,98,0.337,0.551,0.41,14.4,9.2,12.9,0.321,0.502,0.384,37.5
"Lawrence, Justin",664875,COL,ST,Sweeper,0.1,0,444,41.1,98,0.182,0.25,0.235,30.8,33.7,17.4,0.213,0.326,0.272,22.8
"Adam, Jason",592094,SD,CH,Changeup,3.4,10,286,25.8,98,0.156,0.2,0.202,38.7,34.7,29.3,0.181,0.26,0.242,35.1
"Freeland, Kyle",607536,COL,FC,Cutter,-1.3,-5,400,22.6,98,0.315,0.565,0.388,15.9,12.2,12.4,0.29,0.539,0.366,39.0
"Olson, Reese",681857,DET,CH,Changeup,-0.1,-1,413,22.3,98,0.222,0.344,0.266,42.9,34.7,19.8,0.219,0.294,0.256,43.1
"Strickland, Hunter",519326,LAA,FC,Cutter,1.4,5,363,31.4,98,0.185,0.348,0.268,25.6,23.5,20.7,0.202,0.382,0.271,30.0
"Kinley, Tyler",641755,COL,FF,4-Seam Fastball,-1.6,-6,393,33.2,97,0.346,0.506,0.428,11.7,6.2,7.0,0.346,0.589,0.45,42.7
"Marsh, Alec",679525,KC,SL,Slider,-1.2,-5,386,17.9,97,0.29,0.462,0.348,29.4,21.6,17.1,0.271,0.436,0.32,33.3
"Festa, David",701581,MIN,SL,Slider,1.8,6,349,31.8,97,0.207,0.315,0.249,29.1,26.8,20.2,0.236,0.394,0.293,36.4
"Armstrong, Shawn",542888,CHC,SI,Sinker,-1.5,-5,301,27.1,97,0.388,0.459,0.408,10.1,13.4,15.3,0.334,0.463,0.389,41.9
"Luzardo, Jesús",666200,MIA,FF,4-Seam Fastball,0.7,3,386,35.6,97,0.247,0.376,0.315,13.2,9.3,9.2,0.274,0.471,0.361,44.2
"Tate, Dillon",622253,TOR,SI,Sinker,-0.1,0,319,54.1,97,0.322,0.437,0.382,7.3,6.2,11.8,0.305,0.466,0.375,38.3
"Irvin, Cole",608344,MIN,FF,4-Seam Fastball,-0.4,-2,405,22.9,97,0.294,0.565,0.396,16.9,16.5,17.2,0.288,0.59,0.405,54.3
"Pearson, Nate",663878,CHC,SL,Slider,1.0,4,431,40.7,97,0.222,0.389,0.28,37.5,29.9,24.6,0.243,0.406,0.302,43.8
"Hurter, Brant",676428,DET,SI,Sinker,2.6,8,325,50.4,97,0.234,0.319,0.269,9.8,10.3,15.2,0.246,0.342,0.268,44.7
"Pallante, Andre",669467,STL,SI,Sinker,0.2,1,382,19.8,97,0.271,0.376,0.333,12.8,12.4,13.5,0.251,0.362,0.322,27.4
"Alvarado, José",621237,PHI,FC,Cutter,0.2,1,424,40.3,97,0.156,0.244,0.219,45.6,47.4,23.8,0.144,0.221,0.199,36.4
"Irvin, Cole",608344,MIN,SV,Slurve,-0.4,-2,447,25.3,97,0.281,0.427,0.332,18.3,15.5,13.4,0.26,0.427,0.315,26.3
"Soroka, Michael",647336,CWS,SL,Slider,0.1,0,446,30.9,97,0.186,0.36,0.287,42.3,41.2,24.2,0.173,0.3,0.254,34.0
"Banks, Tanner",621383,PHI,FF,4-Seam Fastball,0.5,2,363,30.9,97,0.207,0.305,0.281,28.2,41.2,23.4,0.205,0.368,0.301,47.7
"Moore, Matt",519043,LAA,FF,4-Seam Fastball,0.4,2,427,50.0,97,0.195,0.364,0.329,21.0,11.3,12.6,0.234,0.493,0.383,38.8
"Bido, Osvaldo",674370,ATH,FF,4-Seam Fastball,0.4,2,422,40.0,96,0.192,0.282,0.298,28.0,25.0,17.8,0.173,0.284,0.291,35.2
